,code,geom,box
133,S_k_471,"                                            geometry
0  POLYGON ((132.49057 -14.34654, 132.47203 -14.3...","{'lats': [-14.346537942002504, -14.346537217297975, -14.328460964304885, -14.328460240551271], 'lons': [132.49057003455442, 132.4720292224193, 132.4720292224193, 132.49056854887104]}"
134,S_k_472,"                                            geometry
0  POLYGON ((132.34756 -14.07064, 132.32904 -14.0...","{'lats': [-14.070638153627447, -14.070637443420264, -14.052560774546558, -14.052560065288077], 'lons': [132.34755881748904, 132.3290404552501, 132.3290404552501, 132.3475573633396]}"
135,S_k_473,"                                            geometry
0  POLYGON ((132.49036 -14.13754, 132.47184 -14.1...","{'lats': [-14.137538102653743, -14.137537388934382, -14.119460820222704, -14.119460107452579], 'lons': [132.49036151528105, 132.47183775364365, 132.47183775364365, 132.490360053502]}"
136,S_k_474,"                                            geometry
0  POLYGON ((132.46536 -14.14144, 132.44684 -14.1...","{'lats': [-14.141438099675437, -14.14143738575127, -14.123360822892082, -14.12336010991718], 'lons': [132.46536167298748, 132.44683759571467, 132.44683759571467, 132.4653602107633]}"
137,S_k_478,"                                            geometry
0  POLYGON ((132.38996 -14.17904, 132.37144 -14.1...","{'lats': [-14.179038070923475, -14.179037355024407, -14.16096084866525, -14.160960133715749], 'lons': [132.38996319590535, 132.37143607065045, 132.37143607065045, 132.38996172938806]}"
138,S_k_479,"                                            geometry
0  POLYGON ((132.40136 -14.13864, 132.38284 -14.1...","{'lats': [-14.138638101813783, -14.138637388036651, -14.120560820975527, -14.120560108147641], 'lons': [132.40136155975748, 132.38283770910445, 132.38283770910445, 132.40136009785286]}"
139,S_k_480,"                                            geometry
0  POLYGON ((132.33206 -14.21204, 132.31353 -14.2...","{'lats': [-14.212038045632221, -14.212037327999344, -14.19396087134136, -14.193960154658312], 'lons': [132.3320645361928, 132.31353472847786, 132.31353472847786, 132.33206306590483]}"
140,S_k_2261,"                                            geometry
0  POLYGON ((146.44106 -20.00763, 146.42194 -20.0...","{'lats': [-20.007632812968996, -20.007631781996817, -19.989565631623858, -19.98956460165997], 'lons': [146.44105584329856, 146.42194306639252, 146.42194306639252, 146.4410536629664]}"
141,S_k_2262,"                                            geometry
0  POLYGON ((146.52015 -19.96363, 146.50105 -19.9...","{'lats': [-19.963632858357514, -19.963631829840494, -19.94556558993474, -19.94556456242547], 'lons': [146.5201531919007, 146.5010457206944, 146.5010457206944, 146.52015101737734]}"
142,S_k_2263,"                                            geometry
0  POLYGON ((146.59645 -19.98723, 146.57734 -19.9...","{'lats': [-19.987232834023004, -19.98723180418929, -19.969165612285273, -19.969164583459605], 'lons': [146.59645461313303, 146.57734429790494, 146.57734429790494, 146.59645243549497]}"
143,S_k_2265,"                                            geometry
0  POLYGON ((146.60915 -19.90703, 146.59005 -19.9...","{'lats': [-19.907032916622498, -19.907031891261738, -19.888965536425623, -19.888964512071922], 'lons': [146.60914979165125, 146.59004912467398, 146.59004912467398, 146.60914762458924]}"
144,S_k_2267,"                                            geometry
0  POLYGON ((146.24315 -19.92873, 146.22405 -19.9...","{'lats': [-19.928732894300282, -19.92873186772969, -19.91066555692486, -19.910664531361594], 'lons': [146.24315109389659, 146.22404782099923, 146.22404782099923, 146.2431489239754]}"
145,S_k_2268,"                                            geometry
0  POLYGON ((145.81824 -19.69543, 145.79916 -19.6...","{'lats': [-19.695433133235905, -19.69543211965559, -19.67736533756347, -19.677364324987632], 'lons': [145.81823718323068, 145.79916174698627, 145.79916174698627, 145.81823504395595]}"
146,S_k_2269,"                                            geometry
0  POLYGON ((145.79903 -19.52263, 145.77997 -19.5...","{'lats': [-19.52263330870648, -19.522632304724084, -19.504565176555968, -19.504564173575986], 'lons': [145.79902700734033, 145.77997193415905, 145.77997193415908, 145.79902489063358]}"
147,S_k_2270,"                                            geometry
0  POLYGON ((145.86972 -19.44543, 145.85068 -19.4...","{'lats': [-19.445433386684144, -19.44543238698327, -19.42736510503025, -19.427364106330877], 'lons': [145.86972249605063, 145.85067645047138, 145.85067645047138, 145.86972038939064]}"
148,S_k_2271,"                                            geometry
0  POLYGON ((145.87592 -19.37683, 145.85688 -19.3...","{'lats': [-19.37683345575926, -19.376832459859642, -19.35876504168345, -19.35876404678452], 'lons': [145.87591850533713, 145.856880445639, 145.856880445639, 145.8759164075864]}"
149,S_k_2272,"                                            geometry
0  POLYGON ((145.94822 -19.35133, 145.92918 -19.3...","{'lats': [-19.35133348138399, -19.35133248689658, -19.33326501818689, -19.33326402469986], 'lons': [145.94821702622554, 145.92918192640406, 145.92918192640406, 145.9482149317822]}"
150,S_k_2273,"                                            geometry
0  POLYGON ((145.92921 -19.27323, 145.91019 -19.2...","{'lats': [-19.27323355969074, -19.273232569525913, -19.25516494639417, -19.25516395722881], 'lons': [145.9292125106166, 145.91018644706978, 145.91018644706978, 145.9292104262882]}"
151,S_k_2274,"                                            geometry
0  POLYGON ((145.93971 -19.29573, 145.92069 -19.2...","{'lats': [-19.2957335371583, -19.295732545748574, -19.277664967050594, -19.277663976640607], 'lons': [145.939713809283, 145.92068514694768, 145.92068514694768, 145.93971172204283]}"
152,S_k_2276,"                                            geometry
0  POLYGON ((145.96752 -19.32543, 145.94848 -19.3...","{'lats': [-19.325433507381852, -19.32543251432837, -19.307364994349918, -19.307364002296517], 'lons': [145.96751552630454, 145.9484834280033, 145.9484834280033, 145.96751343521802]}"
153,S_k_2277,"                                            geometry
0  POLYGON ((145.91750 -19.13793, 145.89849 -19.1...","{'lats': [-19.137933694722225, -19.13793271203638, -19.119864822633602, -19.119863840945648], 'lons': [145.91750473954457, 145.89849422687604, 145.89849422687604, 145.91750267268714]}"
154,S_k_2278,"                                            geometry
0  POLYGON ((145.88380 -19.09723, 145.86480 -19.0...","{'lats': [-19.09723373518562, -19.097232754747214, -19.079164785557204, -19.07916380611622], 'lons': [145.88380241471174, 145.8647965543299, 145.8647965543299, 145.88380035309697]}"
155,S_k_2282,"                                            geometry
0  POLYGON ((146.61021 -19.27303, 146.59119 -19.2...","{'lats': [-19.273033559890933, -19.27303256973717, -19.25496494621066, -19.25496395705636], 'lons': [146.610212499081, 146.59118645861824, 146.59118645861824, 146.6102104147785]}"
156,S_k_2283,"                                            geometry
0  POLYGON ((146.70451 -19.22743, 146.68549 -19.2...","{'lats': [-19.22743360548892, -19.227432617857108, -19.209364904413246, -19.20936391778037], 'lons': [146.70450987271664, 146.68548908793, 146.68548908793, 146.7045077943097]}"
157,S_k_2284,"                                            geometry
0  POLYGON ((146.48652 -19.38463, 146.46748 -19.3...","{'lats': [-19.38463344791549, -19.384632451583816, -19.36656504887613, -19.36656405354523], 'lons': [146.48651895823826, 146.46747999223186, 146.4674799922319, 146.48651685947544]}"
158,S_k_2285,"                                            geometry
0  POLYGON ((146.38162 -19.44473, 146.36258 -19.4...","{'lats': [-19.444733387390027, -19.444732387727953, -19.426665104382852, -19.426664105722278], 'lons': [146.38162245524347, 146.36257649132403, 146.36257649132403, 146.3816203486745]}"
159,S_k_2286,"                                            geometry
0  POLYGON ((146.16102 -19.44103, 146.14198 -19.4...","{'lats': [-19.441033391120726, -19.441032391663754, -19.42296510096122, -19.422964102505702], 'lons': [146.1610222395779, 146.14197670723016, 146.14197670723016, 146.16102013348993]}"
160,S_k_2287,"                                            geometry
0  POLYGON ((146.16182 -19.38943, 146.14278 -19.3...","{'lats': [-19.389433443087253, -19.389432446489675, -19.371365053303677, -19.371364057706938], 'lons': [146.16181923705545, 146.14277971310324, 146.14277971310324, 146.16181713766966]}"
161,S_k_2288,"                                            geometry
0  POLYGON ((146.19322 -19.36773, 146.17418 -19.3...","{'lats': [-19.367733464906994, -19.367732469511388, -19.34966503329524, -19.349664038900215], 'lons': [146.19321797722898, 146.17418097433728, 146.17418097433728, 146.1932158806588]}"
162,S_k_2290,"                                            geometry
0  POLYGON ((146.09752 -19.46383, 146.07848 -19.4...","{'lats': [-19.463833368122135, -19.463832367401153, -19.445765122055025, -19.445764122335767], 'lons': [146.0975235693291, 146.0784753759968, 146.0784753759968, 146.0975214602765]}"
163,S_k_2291,"                                            geometry
0  POLYGON ((145.91212 -19.44033, 145.89308 -19.4...","{'lats': [-19.440333391826464, -19.440332392408294, -19.422265100313947, -19.42226410189722], 'lons': [145.91212219878184, 145.89307674807165, 145.89307674807165, 145.9121200927848]}"
164,S_k_2292,"                                            geometry
0  POLYGON ((145.52221 -19.28943, 145.50319 -19.2...","{'lats': [-19.28943354346959, -19.289432552408467, -19.271364961264627, -19.271363971203176], 'lons': [145.52221344547334, 145.50318551116504, 145.50318551116504, 145.5222113590487]}"
165,S_k_2293,"                                            geometry
0  POLYGON ((145.45431 -19.23823, 145.43529 -19.2...","{'lats': [-19.238233594697558, -19.238232606468568, -19.220164914304657, -19.22016392707473], 'lons': [145.4543104940769, 145.435288465872, 145.435288465872, 145.45430841427432]}"
166,S_k_2294,"                                            geometry
0  POLYGON ((145.42960 -19.12293, 145.41060 -19.1...","{'lats': [-19.122933709643423, -19.12293272778599, -19.104864808960865, -19.104863828101156], 'lons': [145.42960388203838, 145.4105950853487, 145.4105950853487, 145.42960181711385]}"
167,S_k_2295,"                                            geometry
0  POLYGON ((145.55279 -18.91343, 145.53381 -18.9...","{'lats': [-18.913433917016402, -18.913432946714103, -18.89536461900221, -18.895363649695213], 'lons': [145.55279198936017, 145.5338069914811, 145.5338069914811, 145.55278995134776]}"
168,S_k_2296,"                                            geometry
0  POLYGON ((145.48719 -18.86593, 145.46821 -18.8...","{'lats': [-18.865933963767098, -18.86593299608079, -18.847864576194077, -18.84786360950253], 'lons': [145.48718931463205, 145.46820966924903, 145.46820966924903, 145.4871872826999]}"
169,S_k_2297,"                                            geometry
0  POLYGON ((145.41389 -18.86713, 145.39491 -18.8...","{'lats': [-18.86713396258725, -18.86713299483487, -18.84906457727435, -18.849063610516748], 'lons': [145.41388938210554, 145.39490960169869, 145.39490960169869, 145.41388735001985]}"
170,S_k_2298,"                                            geometry
0  POLYGON ((145.28379 -18.93793, 145.26481 -18.9...","{'lats': [-18.937933892864233, -18.937932921212074, -18.91986464112001, -18.919863670463435], 'lons': [145.28379337208747, 145.2648056071844, 145.2648056071844, 145.28379133093586]}"
171,S_k_2302,"                                            geometry
0  POLYGON ((145.35322 -19.39503, 145.33418 -19.3...","{'lats': [-19.395033437453037, -19.395032440545222, -19.37696505847036, -19.376964062563452], 'lons': [145.35321956244695, 145.33417938734834, 145.33417938734834, 145.3532174623342]}"
172,S_k_2303,"                                            geometry
0  POLYGON ((145.27413 -19.55003, 145.25507 -19.5...","{'lats': [-19.550033280968687, -19.550032275465735, -19.531965202002404, -19.531964197502187], 'lons': [145.27412861367054, 145.2550703260435, 145.2550703260435, 145.27412649339266]}"
173,S_k_2304,"                                            geometry
0  POLYGON ((145.44854 -19.68743, 145.42946 -19.6...","{'lats': [-19.68743314138786, -19.687432128252336, -19.66936533008176, -19.66936431795062], 'lons': [145.44853670973626, 145.42946222100434, 145.42946222100434, 145.4485345715088]}"
174,S_k_2305,"                                            geometry
0  POLYGON ((145.50424 -19.69333, 145.48516 -19.6...","{'lats': [-19.693333135376054, -19.693332121912498, -19.67526533559925, -19.675264323140155], 'lons': [145.50423705891586, 145.48516187143846, 145.48516187143846, 145.50423491991606]}"
175,S_k_2306,"                                            geometry
0  POLYGON ((145.55923 -19.65453, 145.54016 -19.6...","{'lats': [-19.6545331748839, -19.65453216357712, -19.63646529934142, -19.63646428903863], 'lons': [145.559234764931, 145.54016416796136, 145.54016416796136, 145.5592326310079]}"
176,S_k_2309,"                                            geometry
0  POLYGON ((145.59893 -19.56583, 145.57987 -19.5...","{'lats': [-19.565833264959213, -19.56583225857921, -19.547765216690244, -19.547764211313176], 'lons': [145.59892954118197, 145.579869397502, 145.579869397502, 145.5989274188436]}"
177,S_k_2311,"                                            geometry
0  POLYGON ((145.58723 -19.53723, 145.56817 -19.5...","{'lats': [-19.537233293930502, -19.537232289137943, -19.519165190111075, -19.519164186321106], 'lons': [145.5872278629305, 145.56817107761773, 145.56817107761773, 145.58722574432124]}"
178,S_k_2312,"                                            geometry
0  POLYGON ((145.59333 -19.51423, 145.57427 -19.5...","{'lats': [-19.51423331720355, -19.514232313687213, -19.49616516876119, -19.49616416624717], 'lons': [145.59332651543184, 145.57427242661456, 145.57427242661456, 145.59332439981932]}"
179,S_k_2313,"                                            geometry
0  POLYGON ((145.54453 -19.49643, 145.52547 -19.4...","{'lats': [-19.496433335199217, -19.496432332670317, -19.478365152253534, -19.47836415072674], 'lons': [145.54452547389624, 145.52547346930893, 145.52547346930893, 145.54452336060157]}"
180,S_k_2314,"                                            geometry
0  POLYGON ((145.56953 -19.49813, 145.55047 -19.4...","{'lats': [-19.498133333481114, -19.49813233085792, -19.480065153829532, -19.48006415220846], 'lons': [145.56952557331937, 145.5504733697752, 145.5504733697752, 145.56952345980338]}"
181,S_k_2315,"                                            geometry
0  POLYGON ((145.60412 -19.44303, 145.58508 -19.4...","{'lats': [-19.4430333891042, -19.443032389536363, -19.42496510281067, -19.424964104244314], 'lons': [145.6041223561478, 145.58507659053026, 145.58507659053026, 145.6041202497998]}"
182,S_k_2317,"                                            geometry
0  POLYGON ((145.73855 -19.97163, 145.71945 -19.9...","{'lats': [-19.971632850111185, -19.971631821147867, -19.953565597508604, -19.953564569553134], 'lons': [145.73855367344603, 145.7194452386213, 145.7194452386213, 145.73855149786704]}"
183,S_k_2319,"                                            geometry
0  POLYGON ((146.02195 -19.86573, 146.00285 -19.8...","{'lats': [-19.865732959051257, -19.86573193599219, -19.8476654974651, -19.84766447541259], 'lons': [146.02194731793418, 146.00285160110917, 146.00285160110917, 146.02194515630896]}"
184,S_k_2320,"                                            geometry
0  POLYGON ((145.85144 -19.69673, 145.83236 -19.6...","{'lats': [-19.69673313191095, -19.696732118258346, -19.678665338779485, -19.678664326131383], 'lons': [145.85143726019547, 145.8323616699364, 145.8323616699364, 145.85143512075055]}"
185,S_k_2322,"                                            geometry
0  POLYGON ((145.60044 -19.70113, 145.58136 -19.7...","{'lats': [-19.701133127425965, -19.701132113528708, -19.68306534289581, -19.683064330003102], 'lons': [145.6004375207372, 145.58136140910662, 145.58136140910662, 145.60043538071614]}"
186,S_k_2323,"                                            geometry
0  POLYGON ((145.72044 -19.68863, 145.70136 -19.6...","{'lats': [-19.68863314016524, -19.688632126962993, -19.67056533120384, -19.670564319005997], 'lons': [145.7204367807456, 145.7013621499164, 145.7013621499164, 145.72043464236103]}"
187,S_k_2324,"                                            geometry
0  POLYGON ((145.77333 -19.52873, 145.75427 -19.5...","{'lats': [-19.528733302534068, -19.528732298213196, -19.510665182218307, -19.510664178899926], 'lons': [145.77332736471928, 145.75427157638273, 145.75427157638273, 145.7733252472177]}"
188,S_k_2325,"                                            geometry
0  POLYGON ((146.18945 -19.89053, 146.17035 -19.8...","{'lats': [-19.890532933582175, -19.89053190914112, -19.87246552085177, -19.872464497417567], 'lons': [146.18944880261563, 146.17035011479595, 146.17035011479595, 146.1894466377265]}"
189,S_k_2328,"                                            geometry
0  POLYGON ((146.35124 -19.71323, 146.33216 -19.7...","{'lats': [-19.713233115087966, -19.713232100517832, -19.695165354219878, -19.69516434065445], 'lons': [146.35123823758937, 146.3321606914623, 146.3321606914623, 146.35123609598367]}"
190,S_k_2329,"                                            geometry
0  POLYGON ((146.20404 -19.70523, 146.18496 -19.7...","{'lats': [-19.70523312324603, -19.705232109120775, -19.687165346732204, -19.687164333611562], 'lons': [146.204037763578, 146.18496116599746, 146.18496116599746, 146.20403562302005]}"
191,S_k_2330,"                                            geometry
0  POLYGON ((146.40143 -19.65313, 146.38236 -19.6...","{'lats': [-19.653133176308227, -19.653132165079253, -19.635065298034327, -19.635064287809328], 'lons': [146.4014346822604, 146.3823642507235, 146.3823642507235, 146.40143254852038]}"
192,S_k_2334,"                                            geometry
0  POLYGON ((145.29245 -19.82983, 145.27335 -19.8...","{'lats': [-19.8298329958733, -19.829831974814027, -19.811765463656393, -19.811764443603245], 'lons': [145.29244517271164, 145.27335374869162, 145.27335374869162, 145.2924430158071]}"
193,S_k_2335,"                                            geometry
0  POLYGON ((145.36494 -19.79663, 145.34586 -19.7...","{'lats': [-19.796633029877007, -19.796632010666357, -19.778565432438263, -19.77856441423332], 'lons': [145.36494319300851, 145.34585573057504, 145.34585573057504, 145.36494104046525]}"
194,S_k_2338,"                                            geometry
0  POLYGON ((145.74855 -19.82903, 145.72945 -19.8...","{'lats': [-19.829032996693222, -19.829031975678507, -19.810965462903614, -19.810964442895003], 'lons': [145.74854512496074, 145.72945379649508, 145.72945379649508, 145.74854296816133]}"
195,S_k_2339,"                                            geometry
0  POLYGON ((145.87634 -19.79613, 145.85726 -19.7...","{'lats': [-19.79613303038875, -19.79613201120593, -19.778065431968454, -19.77806441379134], 'lons': [145.8763431632244, 145.857255760392, 145.857255760392, 145.87634101074676]}"
196,S_k_2340,"                                            geometry
0  POLYGON ((145.91074 -19.79433, 145.89166 -19.7...","{'lats': [-19.79433303223093, -19.79433201314832, -19.77626543027726, -19.776264412200327], 'lons': [145.91074305600904, 145.8916558677255, 145.8916558677255, 145.9107409037678]}"
197,S_k_2341,"                                            geometry
0  POLYGON ((146.74602 -19.38713, 146.72698 -19.3...","{'lats': [-19.38713344540091, -19.387132448930746, -19.369065051182023, -19.36906405571267], 'lons': [146.7460191034452, 146.7269798468627, 146.7269798468627, 146.7460170043579]}"
198,S_k_2709,"                                            geometry
0  POLYGON ((145.65855 -19.98863, 145.63944 -19.9...","{'lats': [-19.988632832578688, -19.98863180266685, -19.97056561361188, -19.9705645847081], 'lons': [145.65855469750744, 145.63944421343808, 145.63944421343808, 145.65855251968452]}"
199,S_k_12227,"                                            geometry
0  POLYGON ((145.64170 -17.12914, 145.62290 -17.1...","{'lats': [-17.12913560418701, -17.12913473120406, -17.111063078525138, -17.111062206518344], 'lons': [145.6416969264863, 145.62290216594081, 145.62290216594081, 145.64169511167373]}"
